dexNum,name,baseName,type1,type2,total,hp,atk,def,spa,spd,spe
320,Wailmer,Wailmer,Water,,400,130,70,35,70,35,60
321,Wailord,Wailord,Water,,500,170,90,45,90,45,60
322,Numel,Numel,Fire,Ground,305,60,60,40,65,45,35
323,Camerupt,Camerupt,Fire,Ground,460,70,100,70,105,75,40
323,Mega Camerupt,Camerupt,Fire,Ground,560,70,120,100,145,105,20
324,Torkoal,Torkoal,Fire,,470,70,85,140,85,70,20
325,Spoink,Spoink,Psychic,,330,60,25,35,70,80,60
326,Grumpig,Grumpig,Psychic,,470,80,45,65,90,110,80
327,Spinda,Spinda,Normal,,360,60,60,60,60,60,60
328,Trapinch,Trapinch,Ground,,290,45,100,45,45,45,10
329,Vibrava,Vibrava,Ground,Dragon,340,50,70,50,50,50,70
330,Flygon,Flygon,Ground,Dragon,520,80,100,80,80,80,100
331,Cacnea,Cacnea,Grass,,335,50,85,40,85,40,35
332,Cacturne,Cacturne,Grass,Dark,475,70,115,60,115,60,55
333,Swablu,Swablu,Normal,Flying,310,45,40,60,40,75,50
334,Altaria,Altaria,Dragon,Flying,490,75,70,90,70,105,80
334,Mega Altaria,Altaria,Dragon,Fairy,590,75,110,110,110,105,80
335,Zangoose,Zangoose,Normal,,458,73,115,60,60,60,90
336,Seviper,Seviper,Poison,,458,73,100,60,100,60,65
337,Lunatone,Lunatone,Rock,Psychic,460,90,55,65,95,85,70
338,Solrock,Solrock,Rock,Psychic,460,90,95,85,55,65,70
339,Barboach,Barboach,Water,Ground,288,50,48,43,46,41,60
340,Whiscash,Whiscash,Water,Ground,468,110,78,73,76,71,60
341,Corphish,Corphish,Water,,308,43,80,65,50,35,35
342,Crawdaunt,Crawdaunt,Water,Dark,468,63,120,85,90,55,55
343,Baltoy,Baltoy,Ground,Psychic,300,40,40,55,40,70,55
344,Claydol,Claydol,Ground,Psychic,500,60,70,105,70,120,75
345,Lileep,Lileep,Rock,Grass,355,66,41,77,61,87,23
346,Cradily,Cradily,Rock,Grass,495,86,81,97,81,107,43
347,Anorith,Anorith,Rock,Bug,355,45,95,50,40,50,75
348,Armaldo,Armaldo,Rock,Bug,495,75,125,100,70,80,45
349,Feebas,Feebas,Water,,200,20,15,20,10,55,80
350,Milotic,Milotic,Water,,540,95,60,79,100,125,81
351,Castform,Castform,Normal,,420,70,70,70,70,70,70
351,Castform (Sunny Form),Castform,Fire,,420,70,70,70,70,70,70
351,Castform (Rainy Form),Castform,Water,,420,70,70,70,70,70,70
351,Castform (Snowy Form),Castform,Ice,,420,70,70,70,70,70,70
352,Kecleon,Kecleon,Normal,,440,60,90,70,60,120,40
353,Shuppet,Shuppet,Ghost,,295,44,75,35,63,33,45
354,Banette,Banette,Ghost,,455,64,115,65,83,63,65
354,Mega Banette,Banette,Ghost,,555,64,165,75,93,83,75
355,Duskull,Duskull,Ghost,,295,20,40,90,30,90,25
356,Dusclops,Dusclops,Ghost,,455,40,70,130,60,130,25
357,Tropius,Tropius,Grass,Flying,460,99,68,83,72,87,51
358,Chimecho,Chimecho,Psychic,,455,75,50,80,95,90,65
359,Absol,Absol,Dark,,465,65,130,60,75,60,75
359,Mega Absol,Absol,Dark,,565,65,150,60,115,60,115
360,Wynaut,Wynaut,Psychic,,260,95,23,48,23,48,23
361,Snorunt,Snorunt,Ice,,300,50,50,50,50,50,50
362,Glalie,Glalie,Ice,,480,80,80,80,80,80,80
362,Mega Glalie,Glalie,Ice,,580,80,120,80,120,80,100
363,Spheal,Spheal,Ice,Water,290,70,40,50,55,50,25
364,Sealeo,Sealeo,Ice,Water,410,90,60,70,75,70,45
365,Walrein,Walrein,Ice,Water,530,110,80,90,95,90,65
366,Clamperl,Clamperl,Water,,345,35,64,85,74,55,32
367,Huntail,Huntail,Water,,485,55,104,105,94,75,52
368,Gorebyss,Gorebyss,Water,,485,55,84,105,114,75,52
369,Relicanth,Relicanth,Water,Rock,485,100,90,130,45,65,55
370,Luvdisc,Luvdisc,Water,,330,43,30,55,40,65,97
371,Bagon,Bagon,Dragon,,300,45,75,60,40,30,50
372,Shelgon,Shelgon,Dragon,,420,65,95,100,60,50,50
373,Salamence,Salamence,Dragon,Flying,600,95,135,80,110,80,100
373,Mega Salamence,Salamence,Dragon,Flying,700,95,145,130,120,90,120
374,Beldum,Beldum,Steel,Psychic,300,40,55,80,35,60,30
375,Metang,Metang,Steel,Psychic,420,60,75,100,55,80,50
376,Metagross,Metagross,Steel,Psychic,600,80,135,130,95,90,70
376,Mega Metagross,Metagross,Steel,Psychic,700,80,145,150,105,110,110
377,Regirock,Regirock,Rock,,580,80,100,200,50,100,50
378,Regice,Regice,Ice,,580,80,50,100,100,200,50
379,Registeel,Registeel,Steel,,580,80,75,150,75,150,50
380,Latias,Latias,Dragon,Psychic,600,80,80,90,110,130,110
380,Mega Latias,Latias,Dragon,Psychic,700,80,100,120,140,150,110
381,Latios,Latios,Dragon,Psychic,600,80,90,80,130,110,110
381,Mega Latios,Latios,Dragon,Psychic,700,80,130,100,160,120,110
382,Kyogre,Kyogre,Water,,670,100,100,90,150,140,90
382,Primal Kyogre,Kyogre,Water,,770,100,150,90,180,160,90
383,Groudon,Groudon,Ground,,670,100,150,140,100,90,90
383,Primal Groudon,Groudon,Ground,Fire,770,100,180,160,150,90,90
384,Rayquaza,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95
384,Mega Rayquaza,Rayquaza,Dragon,Flying,780,105,180,100,180,100,115
385,Jirachi,Jirachi,Steel,Psychic,600,100,100,100,100,100,100
386,Deoxys (Normal Forme),Deoxys,Psychic,,600,50,150,50,150,50,150
386,Deoxys (Attack Forme),Deoxys,Psychic,,600,50,180,20,180,20,150
386,Deoxys (Defense Forme),Deoxys,Psychic,,600,50,70,160,70,160,90
386,Deoxys (Speed Forme),Deoxys,Psychic,,600,50,95,90,95,90,180
387,Turtwig,Turtwig,Grass,,318,55,68,64,45,55,31
388,Grotle,Grotle,Grass,,405,75,89,85,55,65,36
389,Torterra,Torterra,Grass,Ground,525,95,109,105,75,85,56
390,Chimchar,Chimchar,Fire,,309,44,58,44,58,44,61
391,Monferno,Monferno,Fire,Fighting,405,64,78,52,78,52,81
392,Infernape,Infernape,Fire,Fighting,534,76,104,71,104,71,108
393,Piplup,Piplup,Water,,314,53,51,53,61,56,40
394,Prinplup,Prinplup,Water,,405,64,66,68,81,76,50
395,Empoleon,Empoleon,Water,Steel,530,84,86,88,111,101,60
396,Starly,Starly,Normal,Flying,245,40,55,30,30,30,60
397,Staravia,Staravia,Normal,Flying,340,55,75,50,40,40,80
398,Staraptor,Staraptor,Normal,Flying,485,85,120,70,50,60,100
399,Bidoof,Bidoof,Normal,,250,59,45,40,35,40,31
400,Bibarel,Bibarel,Normal,Water,410,79,85,60,55,60,71
401,Kricketot,Kricketot,Bug,,194,37,25,41,25,41,25
402,Kricketune,Kricketune,Bug,,384,77,85,51,55,51,65
403,Shinx,Shinx,Electric,,263,45,65,34,40,34,45
404,Luxio,Luxio,Electric,,363,60,85,49,60,49,60
405,Luxray,Luxray,Electric,,523,80,120,79,95,79,70
406,Budew,Budew,Grass,Poison,280,40,30,35,50,70,55
407,Roserade,Roserade,Grass,Poison,515,60,70,65,125,105,90
408,Cranidos,Cranidos,Rock,,350,67,125,40,30,30,58
409,Rampardos,Rampardos,Rock,,495,97,165,60,65,50,58
410,Shieldon,Shieldon,Rock,Steel,350,30,42,118,42,88,30
411,Bastiodon,Bastiodon,Rock,Steel,495,60,52,168,47,138,30
412,Burmy (Plant Cloak),Burmy,Bug,,224,40,29,45,29,45,36
412,Burmy (Sandy Cloak),Burmy,Bug,,224,40,29,45,29,45,36
412,Burmy (Trash Cloak),Burmy,Bug,,224,40,29,45,29,45,36
413,Wormadam (Plant Cloak),Wormadam,Bug,Grass,424,60,59,85,79,105,36
413,Wormadam (Sandy Cloak),Wormadam,Bug,Ground,424,60,79,105,59,85,36
413,Wormadam (Trash Cloak),Wormadam,Bug,Steel,424,60,69,95,69,95,36
414,Mothim,Mothim,Bug,Flying,424,70,94,50,94,50,66
415,Combee,Combee,Bug,Flying,244,30,30,42,30,42,70
416,Vespiquen,Vespiquen,Bug,Flying,474,70,80,102,80,102,40
417,Pachirisu,Pachirisu,Electric,,405,60,45,70,45,90,95
418,Buizel,Buizel,Water,,330,55,65,35,60,30,85
419,Floatzel,Floatzel,Water,,495,85,105,55,85,50,115
420,Cherubi,Cherubi,Grass,,275,45,35,45,62,53,35
421,Cherrim,Cherrim,Grass,,450,70,60,70,87,78,85
422,Shellos,Shellos,Water,,325,76,48,48,57,62,34
423,Gastrodon,Gastrodon,Water,Ground,475,111,83,68,92,82,39
424,Ambipom,Ambipom,Normal,,482,75,100,66,60,66,115
425,Drifloon,Drifloon,Ghost,Flying,348,90,50,34,60,44,70
426,Drifblim,Drifblim,Ghost,Flying,498,150,80,44,90,54,80
427,Buneary,Buneary,Normal,,350,55,66,44,44,56,85
428,Lopunny,Lopunny,Normal,,480,65,76,84,54,96,105
428,Mega Lopunny,Lopunny,Normal,Fighting,580,65,136,94,54,96,135
429,Mismagius,Mismagius,Ghost,,495,60,60,60,105,105,105
430,Honchkrow,Honchkrow,Dark,Flying,505,100,125,52,105,52,71
431,Glameow,Glameow,Normal,,310,49,55,42,42,37,85
432,Purugly,Purugly,Normal,,452,71,82,64,64,59,112
433,Chingling,Chingling,Psychic,,285,45,30,50,65,50,45
434,Stunky,Stunky,Poison,Dark,329,63,63,47,41,41,74
435,Skuntank,Skuntank,Poison,Dark,479,103,93,67,71,61,84
436,Bronzor,Bronzor,Steel,Psychic,300,57,24,86,24,86,23
437,Bronzong,Bronzong,Steel,Psychic,500,67,89,116,79,116,33
438,Bonsly,Bonsly,Rock,,290,50,80,95,10,45,10
439,Mime Jr.,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60
440,Happiny,Happiny,Normal,,220,100,5,5,15,65,30
441,Chatot,Chatot,Normal,Flying,411,76,65,45,92,42,91
442,Spiritomb,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35
443,Gible,Gible,Dragon,Ground,300,58,70,45,40,45,42
444,Gabite,Gabite,Dragon,Ground,410,68,90,65,50,55,82
445,Garchomp,Garchomp,Dragon,Ground,600,108,130,95,80,85,102
445,Mega Garchomp,Garchomp,Dragon,Ground,700,108,170,115,120,95,92
446,Munchlax,Munchlax,Normal,,390,135,85,40,40,85,5
447,Riolu,Riolu,Fighting,,285,40,70,40,35,40,60
448,Lucario,Lucario,Fighting,Steel,525,70,110,70,115,70,90
448,Mega Lucario,Lucario,Fighting,Steel,625,70,145,88,140,70,112
449,Hippopotas,Hippopotas,Ground,,330,68,72,78,38,42,32
450,Hippowdon,Hippowdon,Ground,,525,108,112,118,68,72,47
451,Skorupi,Skorupi,Poison,Bug,330,40,50,90,30,55,65
452,Drapion,Drapion,Poison,Dark,500,70,90,110,60,75,95
453,Croagunk,Croagunk,Poison,Fighting,300,48,61,40,61,40,50
454,Toxicroak,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85
455,Carnivine,Carnivine,Grass,,454,74,100,72,90,72,46
456,Finneon,Finneon,Water,,330,49,49,56,49,61,66
457,Lumineon,Lumineon,Water,,460,69,69,76,69,86,91
458,Mantyke,Mantyke,Water,Flying,345,45,20,50,60,120,50
459,Snover,Snover,Grass,Ice,334,60,62,50,62,60,40
460,Abomasnow,Abomasnow,Grass,Ice,494,90,92,75,92,85,60
460,Mega Abomasnow,Abomasnow,Grass,Ice,594,90,132,105,132,105,30
461,Weavile,Weavile,Dark,Ice,510,70,120,65,45,85,125
462,Magnezone,Magnezone,Electric,Steel,535,70,70,115,130,90,60
463,Lickilicky,Lickilicky,Normal,,515,110,85,95,80,95,50
464,Rhyperior,Rhyperior,Ground,Rock,535,115,140,130,55,55,40
465,Tangrowth,Tangrowth,Grass,,535,100,100,125,110,50,50
466,Electivire,Electivire,Electric,,540,75,123,67,95,85,95
467,Magmortar,Magmortar,Fire,,540,75,95,67,125,95,83
468,Togekiss,Togekiss,Fairy,Flying,545,85,50,95,120,115,80
469,Yanmega,Yanmega,Bug,Flying,515,86,76,86,116,56,95
470,Leafeon,Leafeon,Grass,,525,65,110,130,60,65,95
471,Glaceon,Glaceon,Ice,,525,65,60,110,130,95,65
472,Gliscor,Gliscor,Ground,Flying,510,75,95,125,45,75,95
473,Mamoswine,Mamoswine,Ice,Ground,530,110,130,80,70,60,80
474,Porygon-Z,Porygon-Z,Normal,,535,85,80,70,135,75,90
475,Gallade,Gallade,Psychic,Fighting,518,68,125,65,65,115,80
475,Mega Gallade,Gallade,Psychic,Fighting,618,68,165,95,65,115,110
476,Probopass,Probopass,Rock,Steel,525,60,55,145,75,150,40
477,Dusknoir,Dusknoir,Ghost,,525,45,100,135,65,135,45
478,Froslass,Froslass,Ice,Ghost,480,70,80,70,80,70,110
479,Rotom,Rotom,Electric,Ghost,440,50,50,77,95,77,91
479,Rotom (Heat Rotom),Rotom,Electric,Fire,520,50,65,107,105,107,86
479,Rotom (Wash Rotom),Rotom,Electric,Water,520,50,65,107,105,107,86
479,Rotom (Frost Rotom),Rotom,Electric,Ice,520,50,65,107,105,107,86
479,Rotom (Fan Rotom),Rotom,Electric,Flying,520,50,65,107,105,107,86
479,Rotom (Mow Rotom),Rotom,Electric,Grass,520,50,65,107,105,107,86
480,Uxie,Uxie,Psychic,,580,75,75,130,75,130,95
481,Mesprit,Mesprit,Psychic,,580,80,105,105,105,105,80
482,Azelf,Azelf,Psychic,,580,75,125,70,125,70,115
483,Dialga,Dialga,Steel,Dragon,680,100,120,120,150,100,90
483,Dialga (Origin Forme),Dialga,Steel,Dragon,680,100,100,120,150,120,90
484,Palkia,Palkia,Water,Dragon,680,90,120,100,150,120,100
484,Palkia (Origin Forme),Palkia,Water,Dragon,680,90,100,100,150,120,120
485,Heatran,Heatran,Fire,Steel,600,91,90,106,130,106,77
486,Regigigas,Regigigas,Normal,,670,110,160,110,80,110,100
487,Giratina (Altered Forme),Giratina,Ghost,Dragon,680,150,100,120,100,120,90
487,Giratina (Origin Forme),Giratina,Ghost,Dragon,680,150,120,100,120,100,90
488,Cresselia,Cresselia,Psychic,,580,120,70,110,75,120,85
489,Phione,Phione,Water,,480,80,80,80,80,80,80
490,Manaphy,Manaphy,Water,,600,100,100,100,100,100,100
491,Darkrai,Darkrai,Dark,,600,70,90,90,135,90,125
492,Shaymin (Land Forme),Shaymin,Grass,,600,100,100,100,100,100,100
492,Shaymin (Sky Forme),Shaymin,Grass,Flying,600,100,103,75,120,75,127
493,Arceus,Arceus,Normal,,720,120,120,120,120,120,120
494,Victini,Victini,Psychic,Fire,600,100,100,100,100,100,100
495,Snivy,Snivy,Grass,,308,45,45,55,45,55,63
496,Servine,Servine,Grass,,413,60,60,75,60,75,83
497,Serperior,Serperior,Grass,,528,75,75,95,75,95,113
498,Tepig,Tepig,Fire,,308,65,63,45,45,45,45
499,Pignite,Pignite,Fire,Fighting,418,90,93,55,70,55,55
500,Emboar,Emboar,Fire,Fighting,528,110,123,65,100,65,65
501,Oshawott,Oshawott,Water,,308,55,55,45,63,45,45
502,Dewott,Dewott,Water,,413,75,75,60,83,60,60
503,Samurott,Samurott,Water,,528,95,100,85,108,70,70
503,Hisuian Samurott,Samurott,Water,Dark,528,90,108,80,100,65,85
504,Patrat,Patrat,Normal,,255,45,55,39,35,39,42
505,Watchog,Watchog,Normal,,420,60,85,69,60,69,77
506,Lillipup,Lillipup,Normal,,275,45,60,45,25,45,55
507,Herdier,Herdier,Normal,,370,65,80,65,35,65,60
508,Stoutland,Stoutland,Normal,,500,85,110,90,45,90,80
509,Purrloin,Purrloin,Dark,,281,41,50,37,50,37,66
510,Liepard,Liepard,Dark,,446,64,88,50,88,50,106
511,Pansage,Pansage,Grass,,316,50,53,48,53,48,64
512,Simisage,Simisage,Grass,,498,75,98,63,98,63,101
513,Pansear,Pansear,Fire,,316,50,53,48,53,48,64
514,Simisear,Simisear,Fire,,498,75,98,63,98,63,101
515,Panpour,Panpour,Water,,316,50,53,48,53,48,64
516,Simipour,Simipour,Water,,498,75,98,63,98,63,101
517,Munna,Munna,Psychic,,292,76,25,45,67,55,24
518,Musharna,Musharna,Psychic,,487,116,55,85,107,95,29
519,Pidove,Pidove,Normal,Flying,264,50,55,50,36,30,43
520,Tranquill,Tranquill,Normal,Flying,358,62,77,62,50,42,65
521,Unfezant,Unfezant,Normal,Flying,488,80,115,80,65,55,93
522,Blitzle,Blitzle,Electric,,295,45,60,32,50,32,76
523,Zebstrika,Zebstrika,Electric,,497,75,100,63,80,63,116
524,Roggenrola,Roggenrola,Rock,,280,55,75,85,25,25,15
525,Boldore,Boldore,Rock,,390,70,105,105,50,40,20
526,Gigalith,Gigalith,Rock,,515,85,135,130,60,80,25
527,Woobat,Woobat,Psychic,Flying,323,65,45,43,55,43,72
528,Swoobat,Swoobat,Psychic,Flying,425,67,57,55,77,55,114
529,Drilbur,Drilbur,Ground,,328,60,85,40,30,45,68
530,Excadrill,Excadrill,Ground,Steel,508,110,135,60,50,65,88
531,Audino,Audino,Normal,,445,103,60,86,60,86,50
531,Mega Audino,Audino,Normal,Fairy,545,103,60,126,80,126,50
532,Timburr,Timburr,Fighting,,305,75,80,55,25,35,35
533,Gurdurr,Gurdurr,Fighting,,405,85,105,85,40,50,40
534,Conkeldurr,Conkeldurr,Fighting,,505,105,140,95,55,65,45
535,Tympole,Tympole,Water,,294,50,50,40,50,40,64
536,Palpitoad,Palpitoad,Water,Ground,384,75,65,55,65,55,69
537,Seismitoad,Seismitoad,Water,Ground,509,105,95,75,85,75,74
538,Throh,Throh,Fighting,,465,120,100,85,30,85,45
539,Sawk,Sawk,Fighting,,465,75,125,75,30,75,85
540,Sewaddle,Sewaddle,Bug,Grass,310,45,53,70,40,60,42
541,Swadloon,Swadloon,Bug,Grass,380,55,63,90,50,80,42
542,Leavanny,Leavanny,Bug,Grass,500,75,103,80,70,80,92
543,Venipede,Venipede,Bug,Poison,260,30,45,59,30,39,57
544,Whirlipede,Whirlipede,Bug,Poison,360,40,55,99,40,79,47
545,Scolipede,Scolipede,Bug,Poison,485,60,100,89,55,69,112
546,Cottonee,Cottonee,Grass,Fairy,280,40,27,60,37,50,66
547,Whimsicott,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116
548,Petilil,Petilil,Grass,,280,45,35,50,70,50,30
549,Lilligant,Lilligant,Grass,,480,70,60,75,110,75,90
549,Hisuian Lilligant,Lilligant,Grass,Fighting,480,70,105,75,50,75,105
550,Basculin (Red-Striped Form),Basculin,Water,,460,70,92,65,80,55,98
550,Basculin (Blue-Striped Form),Basculin,Water,,460,70,92,65,80,55,98
550,Basculin (White-Striped Form),Basculin,Water,,460,70,92,65,80,55,98
551,Sandile,Sandile,Ground,Dark,292,50,72,35,35,35,65
552,Krokorok,Krokorok,Ground,Dark,351,60,82,45,45,45,74
553,Krookodile,Krookodile,Ground,Dark,519,95,117,80,65,70,92
554,Darumaka,Darumaka,Fire,,315,70,90,45,15,45,50
554,Galarian Darumaka,Darumaka,Ice,,315,70,90,45,15,45,50
555,Darmanitan (Standard Mode),Darmanitan,Fire,,480,105,140,55,30,55,95
555,Darmanitan (Zen Mode),Darmanitan,Fire,Psychic,540,105,30,105,140,105,55
555,Darmanitan (Galarian Standard Mode),Darmanitan,Ice,,480,105,140,55,30,55,95
555,Darmanitan (Galarian Zen Mode),Darmanitan,Ice,Fire,540,105,160,55,30,55,135
556,Maractus,Maractus,Grass,,461,75,86,67,106,67,60
557,Dwebble,Dwebble,Bug,Rock,325,50,65,85,35,35,55
558,Crustle,Crustle,Bug,Rock,485,70,105,125,65,75,45
559,Scraggy,Scraggy,Dark,Fighting,348,50,75,70,35,70,48
560,Scrafty,Scrafty,Dark,Fighting,488,65,90,115,45,115,58
561,Sigilyph,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97
562,Yamask,Yamask,Ghost,,303,38,30,85,55,65,30
562,Galarian Yamask,Yamask,Ground,Ghost,303,38,55,85,30,65,30
563,Cofagrigus,Cofagrigus,Ghost,,483,58,50,145,95,105,30
564,Tirtouga,Tirtouga,Water,Rock,355,54,78,103,53,45,22
565,Carracosta,Carracosta,Water,Rock,495,74,108,133,83,65,32
566,Archen,Archen,Rock,Flying,401,55,112,45,74,45,70
567,Archeops,Archeops,Rock,Flying,567,75,140,65,112,65,110
568,Trubbish,Trubbish,Poison,,329,50,50,62,40,62,65
569,Garbodor,Garbodor,Poison,,474,80,95,82,60,82,75
570,Zorua,Zorua,Dark,,330,40,65,40,80,40,65
570,Hisuian Zorua,Zorua,Normal,Ghost,330,35,60,40,85,40,70
571,Zoroark,Zoroark,Dark,,510,60,105,60,120,60,105
571,Hisuian Zoroark,Zoroark,Normal,Ghost,510,55,100,60,125,60,110
572,Minccino,Minccino,Normal,,300,55,50,40,40,40,75
573,Cinccino,Cinccino,Normal,,470,75,95,60,65,60,115
574,Gothita,Gothita,Psychic,,290,45,30,50,55,65,45
575,Gothorita,Gothorita,Psychic,,390,60,45,70,75,85,55
576,Gothitelle,Gothitelle,Psychic,,490,70,55,95,95,110,65
577,Solosis,Solosis,Psychic,,290,45,30,40,105,50,20
578,Duosion,Duosion,Psychic,,370,65,40,50,125,60,30
579,Reuniclus,Reuniclus,Psychic,,490,110,65,75,125,85,30
580,Ducklett,Ducklett,Water,Flying,305,62,44,50,44,50,55
581,Swanna,Swanna,Water,Flying,473,75,87,63,87,63,98
582,Vanillite,Vanillite,Ice,,305,36,50,50,65,60,44
583,Vanillish,Vanillish,Ice,,395,51,65,65,80,75,59
584,Vanilluxe,Vanilluxe,Ice,,535,71,95,85,110,95,79
585,Deerling,Deerling,Normal,Grass,335,60,60,50,40,50,75
586,Sawsbuck,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95
587,Emolga,Emolga,Electric,Flying,428,55,75,60,75,60,103
588,Karrablast,Karrablast,Bug,,315,50,75,45,40,45,60
589,Escavalier,Escavalier,Bug,Steel,495,70,135,105,60,105,20
590,Foongus,Foongus,Grass,Poison,294,69,55,45,55,55,15
591,Amoonguss,Amoonguss,Grass,Poison,464,114,85,70,85,80,30
592,Frillish,Frillish,Water,Ghost,335,55,40,50,65,85,40
593,Jellicent,Jellicent,Water,Ghost,480,100,60,70,85,105,60
594,Alomomola,Alomomola,Water,,470,165,75,80,40,45,65
595,Joltik,Joltik,Bug,Electric,319,50,47,50,57,50,65
596,Galvantula,Galvantula,Bug,Electric,472,70,77,60,97,60,108
597,Ferroseed,Ferroseed,Grass,Steel,305,44,50,91,24,86,10
598,Ferrothorn,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20
599,Klink,Klink,Steel,,300,40,55,70,45,60,30
600,Klang,Klang,Steel,,440,60,80,95,70,85,50
601,Klinklang,Klinklang,Steel,,520,60,100,115,70,85,90
602,Tynamo,Tynamo,Electric,,275,35,55,40,45,40,60
603,Eelektrik,Eelektrik,Electric,,405,65,85,70,75,70,40
604,Eelektross,Eelektross,Electric,,515,85,115,80,105,80,50
605,Elgyem,Elgyem,Psychic,,335,55,55,55,85,55,30
606,Beheeyem,Beheeyem,Psychic,,485,75,75,75,125,95,40
607,Litwick,Litwick,Ghost,Fire,275,50,30,55,65,55,20
608,Lampent,Lampent,Ghost,Fire,370,60,40,60,95,60,55
609,Chandelure,Chandelure,Ghost,Fire,520,60,55,90,145,90,80
610,Axew,Axew,Dragon,,320,46,87,60,30,40,57
611,Fraxure,Fraxure,Dragon,,410,66,117,70,40,50,67
612,Haxorus,Haxorus,Dragon,,540,76,147,90,60,70,97
613,Cubchoo,Cubchoo,Ice,,305,55,70,40,60,40,40
614,Beartic,Beartic,Ice,,505,95,130,80,70,80,50
615,Cryogonal,Cryogonal,Ice,,515,80,50,50,95,135,105
616,Shelmet,Shelmet,Bug,,305,50,40,85,40,65,25
617,Accelgor,Accelgor,Bug,,495,80,70,40,100,60,145
618,Stunfisk,Stunfisk,Ground,Electric,471,109,66,84,81,99,32
618,Galarian Stunfisk,Stunfisk,Ground,Steel,471,109,81,99,66,84,32
619,Mienfoo,Mienfoo,Fighting,,350,45,85,50,55,50,65
620,Mienshao,Mienshao,Fighting,,510,65,125,60,95,60,105
621,Druddigon,Druddigon,Dragon,,485,77,120,90,60,90,48
622,Golett,Golett,Ground,Ghost,303,59,74,50,35,50,35
623,Golurk,Golurk,Ground,Ghost,483,89,124,80,55,80,55
624,Pawniard,Pawniard,Dark,Steel,340,45,85,70,40,40,60
625,Bisharp,Bisharp,Dark,Steel,490,65,125,100,60,70,70
626,Bouffalant,Bouffalant,Normal,,490,95,110,95,40,95,55
627,Rufflet,Rufflet,Normal,Flying,350,70,83,50,37,50,60
628,Braviary,Braviary,Normal,Flying,510,100,123,75,57,75,80
628,Hisuian Braviary,Braviary,Psychic,Flying,510,110,83,70,112,70,65
629,Vullaby,Vullaby,Dark,Flying,370,70,55,75,45,65,60
630,Mandibuzz,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80
631,Heatmor,Heatmor,Fire,,484,85,97,66,105,66,65
632,Durant,Durant,Bug,Steel,484,58,109,112,48,48,109
633,Deino,Deino,Dark,Dragon,300,52,65,50,45,50,38
634,Zweilous,Zweilous,Dark,Dragon,420,72,85,70,65,70,58
635,Hydreigon,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98
636,Larvesta,Larvesta,Bug,Fire,360,55,85,55,50,55,60
637,Volcarona,Volcarona,Bug,Fire,550,85,60,65,135,105,100
638,Cobalion,Cobalion,Steel,Fighting,580,91,90,129,90,72,108
639,Terrakion,Terrakion,Rock,Fighting,580,91,129,90,72,90,108
640,Virizion,Virizion,Grass,Fighting,580,91,90,72,90,129,108
641,Tornadus (Incarnate Forme),Tornadus,Flying,,580,79,115,70,125,80,111
641,Tornadus (Therian Forme),Tornadus,Flying,,580,79,100,80,110,90,121
642,Thundurus (Incarnate Forme),Thundurus,Electric,Flying,580,79,115,70,125,80,111
642,Thundurus (Therian Forme),Thundurus,Electric,Flying,580,79,105,70,145,80,101
643,Reshiram,Reshiram,Dragon,Fire,680,100,120,100,150,120,90
644,Zekrom,Zekrom,Dragon,Electric,680,100,150,120,120,100,90
645,Landorus (Incarnate Forme),Landorus,Ground,Flying,600,89,125,90,115,80,101
645,Landorus (Therian Forme),Landorus,Ground,Flying,600,89,145,90,105,80,91
646,Kyurem,Kyurem,Dragon,Ice,660,125,130,90,130,90,95
646,Kyurem (White Kyurem),Kyurem,Dragon,Ice,700,125,120,90,170,100,95
646,Kyurem (Black Kyurem),Kyurem,Dragon,Ice,700,125,170,100,120,90,95
647,Keldeo (Ordinary Form),Keldeo,Water,Fighting,580,91,72,90,129,90,108
647,Keldeo (Resolute Form),Keldeo,Water,Fighting,580,91,72,90,129,90,108
648,Meloetta (Aria Forme),Meloetta,Normal,Psychic,600,100,77,77,128,128,90
648,Meloetta (Pirouette Forme),Meloetta,Normal,Fighting,600,100,128,90,77,77,128
649,Genesect,Genesect,Bug,Steel,600,71,120,95,120,95,99
650,Chespin,Chespin,Grass,,313,56,61,65,48,45,38
651,Quilladin,Quilladin,Grass,,405,61,78,95,56,58,57
652,Chesnaught,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64
653,Fennekin,Fennekin,Fire,,307,40,45,40,62,60,60
654,Braixen,Braixen,Fire,,409,59,59,58,90,70,73
655,Delphox,Delphox,Fire,Psychic,534,75,69,72,114,100,104
656,Froakie,Froakie,Water,,314,41,56,40,62,44,71
657,Frogadier,Frogadier,Water,,405,54,63,52,83,56,97
658,Greninja,Greninja,Water,Dark,530,72,95,67,103,71,122
658,Greninja (Ash-Greninja),Greninja,Water,Dark,640,72,145,67,153,71,132
659,Bunnelby,Bunnelby,Normal,,237,38,36,38,32,36,57
